,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
4473,4817,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4474,4818,91,OffSeason,[8-inf],Standard,[160-260],[3-4],True
4475,4820,81,OffSeason,[0-1],Nonref,[260-360],[5-inf],True
4476,4821,409,OffSeason,[0-1],Standard,[260-360],[5-inf],True
4477,4822,56,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
4478,4823,74,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4479,4824,74,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4480,4825,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4481,4826,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4482,4827,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4483,4828,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4484,4829,257,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4485,4830,365,OffSeason,[2-3],Standard,[360-500],[5-inf],True
4486,4831,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4487,4832,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
4488,4833,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4489,4834,254,OffSeason,[4-7],Nonref,[260-360],[2-2],True
4490,4835,430,OffSeason,[0-1],Standard,[260-360],[3-4],True
4491,4836,386,OffSeason,[0-1],Standard,[160-260],[1-1],True
4492,4797,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
4493,4837,84,OffSeason,[2-3],Nonref,[260-360],[3-4],True
4494,4838,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
4495,4839,146,OffSeason,[0-1],Nonref,[160-260],[3-4],False
4496,1114,411,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4497,4840,236,OffSeason,[0-1],Standard,[160-260],[2-2],False
4498,4841,52,OffSeason,[0-1],Standard,[160-260],[2-2],True
4499,4842,74,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4500,4843,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4501,4844,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4502,4845,442,NewYear,[4-7],Nonref,[160-260],[2-2],True
4503,4847,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4504,4848,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4505,4849,257,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4506,4850,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4507,4851,67,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4508,4852,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4509,2676,137,OffSeason,[0-1],Standard,[160-260],[1-1],False
4510,4853,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4511,4854,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4512,4855,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],True
4513,216,411,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4514,4857,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4515,4858,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
4516,4859,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
4517,4860,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4518,4861,60,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4519,4862,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4520,4863,175,OffSeason,[8-inf],Nonref,[160-260],[1-1],True
4521,4864,111,OffSeason,[4-7],Nonref,[160-260],[3-4],False
4522,4866,134,HighSeason,[4-7],Standard,[260-360],[3-4],True
4523,4867,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4524,4868,443,Christmas,[4-7],Standard,[260-360],[5-inf],True
4525,4869,132,OffSeason,[2-3],Nonref,[160-260],[1-1],True
4526,4870,444,Christmas,[4-7],Standard,[0-160],[2-2],True
4527,4871,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4528,4872,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
4529,4873,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4530,4874,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4531,4875,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
4532,4655,148,OffSeason,[2-3],Nonref,[160-260],[1-1],False
4533,4876,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4534,4877,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4535,4878,130,OffSeason,[4-7],Standard,[160-260],[5-inf],True
4536,4879,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4537,4880,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4538,4881,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4539,4107,38,OffSeason,[8-inf],Standard,[160-260],[2-2],True
4540,4883,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
4541,4884,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4542,4885,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4543,4886,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4544,4758,262,OffSeason,[0-1],Standard,[160-260],[3-4],False
4545,4887,64,OffSeason,[2-3],Standard,[0-160],[2-2],True
4546,4888,369,OffSeason,[2-3],Standard,[360-500],[5-inf],False
4547,4889,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4548,4891,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4549,4892,91,OffSeason,[8-inf],Standard,[160-260],[3-4],True
4550,4893,132,OffSeason,[2-3],Nonref,[160-260],[1-1],True
4551,4894,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4552,4895,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4553,4896,74,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4554,4897,34,OffSeason,[2-3],Standard,[260-360],[3-4],False
4555,4898,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4556,4899,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4557,4900,67,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4558,4901,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4559,4902,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4560,4781,262,OffSeason,[0-1],Standard,[160-260],[3-4],False
4561,2889,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
4562,4903,60,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4563,4904,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4564,4905,74,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4565,4906,257,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4566,4907,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4567,4908,445,OffSeason,[2-3],Nonref,[260-360],[1-1],True
4568,4909,32,OffSeason,[2-3],Standard,[260-360],[2-2],True
4569,4910,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4570,4911,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4571,440,396,WinterVacation,[4-7],Standard,[260-360],[3-4],True
4572,4912,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4573,4913,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4574,4914,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4575,4915,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4576,4916,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4577,4917,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4578,4918,84,OffSeason,[2-3],Nonref,[260-360],[3-4],True
4579,4919,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
4580,4920,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4581,4921,422,OffSeason,[0-1],Nonref,[160-260],[1-1],True
4582,4923,236,OffSeason,[0-1],Standard,[160-260],[2-2],False
4583,4924,423,OffSeason,[0-1],Standard,[260-360],[3-4],False
4584,4925,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4585,4926,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4586,4927,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4587,4928,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4588,4929,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4589,4930,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4590,4931,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4591,4932,257,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4592,4933,257,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4593,4934,446,WinterVacation,[2-3],Standard,[160-260],[5-inf],True
4594,4935,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4595,4937,74,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4596,4788,137,OffSeason,[0-1],Standard,[160-260],[1-1],False
4597,4939,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4598,4940,442,NewYear,[4-7],Nonref,[160-260],[2-2],True
4599,4941,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
4600,4942,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
4601,4943,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4602,4552,132,OffSeason,[2-3],Nonref,[160-260],[1-1],True
4603,4944,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4604,4945,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4605,4946,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4606,4947,257,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4607,4949,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4608,4950,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4609,4951,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4610,4952,67,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4611,4953,422,OffSeason,[0-1],Nonref,[160-260],[1-1],True
4612,4954,435,NewYear,[2-3],Standard,[160-260],[3-4],True
4613,4954,435,NewYear,[2-3],Standard,[160-260],[3-4],True
4614,4954,435,NewYear,[2-3],Standard,[160-260],[3-4],True
4615,4955,411,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4616,4956,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4617,4957,60,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4618,2763,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
4619,4958,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4620,4959,52,OffSeason,[0-1],Standard,[160-260],[2-2],True
4621,4960,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4622,4961,421,OffSeason,[0-1],Nonref,[260-360],[3-4],True
4623,4274,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4624,4962,80,OffSeason,[4-7],Standard,[0-160],[2-2],True
4625,4963,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4626,4964,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4627,4965,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4628,4966,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4629,50,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4630,4968,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4631,4969,34,OffSeason,[2-3],Standard,[260-360],[3-4],False
4632,4970,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4633,4971,411,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4634,4972,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4635,4973,447,NewYear,[4-7],Nonref,[160-260],[3-4],False
4636,4975,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4637,4976,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4638,4977,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4639,4978,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4640,4979,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4641,4980,269,OffSeason,[2-3],Nonref,[260-360],[2-2],False
4642,4981,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4643,4982,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4644,4983,84,OffSeason,[2-3],Nonref,[260-360],[3-4],True
4645,4985,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4646,4986,161,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
4647,4987,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
4648,4987,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
4649,4988,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4650,4989,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4651,4990,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
4652,4991,257,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4653,4992,435,NewYear,[2-3],Standard,[160-260],[3-4],True
4654,4993,32,OffSeason,[2-3],Standard,[260-360],[2-2],True
4655,4995,383,OffSeason,[0-1],Nonref,[160-260],[2-2],False
4656,4996,448,WinterVacation,[2-3],Standard,[160-260],[2-2],False
4657,4997,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
4658,4998,81,OffSeason,[0-1],Nonref,[260-360],[5-inf],True
4659,4999,43,WinterVacation,[4-7],Standard,[160-260],[3-4],False
4660,5000,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4661,5001,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4662,5002,411,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4663,3456,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4664,4107,38,OffSeason,[8-inf],Standard,[160-260],[2-2],True
4665,5003,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
4666,5003,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4667,5004,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
4668,5005,111,OffSeason,[4-7],Nonref,[160-260],[3-4],False
4669,5006,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4670,5007,365,OffSeason,[2-3],Standard,[360-500],[5-inf],True
4671,5008,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4672,5009,67,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4673,5010,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4674,5011,411,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4675,706,262,OffSeason,[0-1],Standard,[160-260],[3-4],False
4676,5012,111,OffSeason,[4-7],Nonref,[160-260],[3-4],False
4677,5013,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
4678,5014,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4679,5015,52,OffSeason,[0-1],Standard,[160-260],[2-2],True
4680,5017,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4681,5018,101,OffSeason,[8-inf],Standard,[160-260],[1-1],True
4682,5019,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4683,5020,143,OffSeason,[2-3],Nonref,[260-360],[2-2],True
4684,5021,449,WinterVacation,[2-3],Nonref,[160-260],[2-2],False
4685,5023,450,WinterVacation,[4-7],Nonref,[160-260],[2-2],False
4686,5024,259,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4687,5025,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4688,5026,146,OffSeason,[0-1],Nonref,[160-260],[3-4],False
4689,5027,409,OffSeason,[0-1],Standard,[260-360],[5-inf],True
4690,5028,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4691,5029,451,WinterVacation,[2-3],Standard,[0-160],[2-2],True
4692,5030,420,OffSeason,[0-1],Standard,[160-260],[5-inf],True
4693,5031,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
4694,5032,411,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4695,5033,257,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4696,5034,257,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4697,5035,257,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4698,5036,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
4699,5037,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4700,5038,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4701,5039,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4702,5040,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4703,5041,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4704,4873,262,OffSeason,[0-1],Standard,[160-260],[3-4],False
4705,5042,161,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
4706,5043,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
4707,5044,452,OffSeason,[4-7],Standard,[260-360],[5-inf],False
4708,5045,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
4709,5046,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4710,5047,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4711,5048,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4712,5049,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4713,5050,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4714,5051,342,HighSeason,[2-3],Nonref,[160-260],[1-1],True
4715,5051,174,HighSeason,[2-3],Nonref,[260-360],[3-4],True
4716,5052,270,OffSeason,[2-3],Nonref,[0-160],[1-1],True
4717,5053,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4718,5054,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4719,5055,254,OffSeason,[4-7],Nonref,[260-360],[2-2],True
4720,5056,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4721,5057,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4722,5058,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4723,5061,103,OffSeason,[4-7],Nonref,[260-360],[3-4],True
4724,5062,146,OffSeason,[0-1],Nonref,[160-260],[3-4],False
4725,5064,383,OffSeason,[0-1],Nonref,[160-260],[2-2],False
4726,5065,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4727,2439,160,OffSeason,[4-7],Nonref,[260-360],[5-inf],False
4728,5066,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
4729,5067,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4730,5068,411,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4731,5069,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4732,5070,428,NewYear,[2-3],Nonref,[260-360],[3-4],True
4733,5071,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4734,5072,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
4735,5073,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4736,5074,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
4737,5075,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4738,4585,51,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4739,5076,406,NewYear,[2-3],Nonref,[260-360],[5-inf],False
4740,5077,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
4741,5078,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
4742,5079,74,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4743,5080,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4744,5081,64,OffSeason,[2-3],Standard,[0-160],[2-2],True
4745,5082,453,NewYear,[2-3],Nonref,[160-260],[3-4],False
4746,4743,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
4747,4030,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
4748,5083,415,OffSeason,[0-1],Nonref,[160-260],[1-1],False
4749,5085,146,OffSeason,[0-1],Nonref,[160-260],[3-4],False
4750,5086,453,NewYear,[2-3],Nonref,[160-260],[3-4],False
4751,5087,383,OffSeason,[0-1],Nonref,[160-260],[2-2],False
4752,5088,442,NewYear,[4-7],Nonref,[160-260],[2-2],True
4753,5089,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4754,5090,454,Christmas,[2-3],Standard,[160-260],[3-4],True
4755,5091,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4756,5092,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4757,5093,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
4758,5094,455,NewYear,[2-3],Nonref,[160-260],[2-2],False
4759,5095,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4760,5096,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4761,5024,193,OffSeason,[0-1],Standard,[0-160],[2-2],False
4762,5097,411,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4763,5098,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4764,5099,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4765,5100,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4766,5101,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4767,5102,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4768,5103,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
4769,5104,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4770,5106,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4771,5107,401,NewYear,[2-3],Standard,[160-260],[3-4],False
4772,5107,401,NewYear,[2-3],Standard,[160-260],[3-4],False
4773,5108,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4774,5109,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4775,5110,38,OffSeason,[8-inf],Standard,[160-260],[2-2],True
4776,5111,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4777,5112,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4778,5113,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4779,5115,411,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4780,5117,411,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4781,5118,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4782,5119,144,OffSeason,[4-7],Nonref,[160-260],[1-1],True
4783,5120,456,NewYear,[2-3],Standard,[160-260],[2-2],True
4784,5121,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4785,5122,453,NewYear,[2-3],Nonref,[160-260],[3-4],False
4786,5123,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4787,5124,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4788,5125,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4789,5126,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4790,5127,257,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4791,5128,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
4792,5129,435,NewYear,[2-3],Standard,[160-260],[3-4],True
4793,5130,441,NewYear,[2-3],Standard,[260-360],[5-inf],True
4794,5131,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
4795,5133,421,OffSeason,[0-1],Nonref,[260-360],[3-4],True
4796,4107,38,OffSeason,[8-inf],Standard,[160-260],[2-2],True
4797,5134,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4798,5135,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4799,5136,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4800,5137,101,OffSeason,[8-inf],Standard,[160-260],[1-1],True
4801,5139,56,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
4802,5140,457,NewYear,[4-7],Nonref,[260-360],[5-inf],True
4803,5141,411,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4804,5142,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
4805,5143,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4806,5144,84,OffSeason,[2-3],Nonref,[260-360],[3-4],True
4807,5145,59,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4808,5146,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4809,5147,458,Christmas,[4-7],Nonref,[160-260],[3-4],True
4810,5148,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4811,5149,60,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4812,5150,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
4813,5151,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4814,5152,459,OffSeason,[0-1],Standard,[260-360],[5-inf],False
4815,5153,425,NewYear,[4-7],Nonref,[160-260],[5-inf],True
4816,5154,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4817,5155,43,WinterVacation,[4-7],Standard,[160-260],[3-4],False
4818,5156,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4819,5157,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4820,5158,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4821,5159,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
4822,5160,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4823,5161,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4824,5162,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4825,5164,34,OffSeason,[2-3],Standard,[260-360],[3-4],False
4826,5165,428,NewYear,[2-3],Nonref,[260-360],[3-4],True
4827,5166,132,OffSeason,[2-3],Nonref,[160-260],[1-1],True
4828,5168,460,WinterVacation,[2-3],Nonref,[160-260],[5-inf],True
4829,5170,60,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4830,5171,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4831,5172,453,NewYear,[2-3],Nonref,[160-260],[3-4],False
4832,5173,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
4833,5174,314,OffSeason,[0-1],Nonref,[260-360],[3-4],False
4834,5175,455,NewYear,[2-3],Nonref,[160-260],[2-2],False
4835,5176,146,OffSeason,[0-1],Nonref,[160-260],[3-4],False
4836,5177,401,NewYear,[2-3],Standard,[160-260],[3-4],False
4837,4282,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4838,5178,396,WinterVacation,[4-7],Standard,[260-360],[3-4],True
4839,5180,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4840,5181,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4841,4861,119,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
4842,5182,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4843,5183,422,OffSeason,[0-1],Nonref,[160-260],[1-1],True
4844,5184,416,OffSeason,[0-1],Nonref,[0-160],[2-2],False
4845,5185,64,OffSeason,[2-3],Standard,[0-160],[2-2],True
4846,5186,70,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4847,5187,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4848,5188,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4849,5189,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4850,5190,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4851,5191,461,NewYear,[4-7],Nonref,[160-260],[3-4],True
4852,5192,163,OffSeason,[0-1],Standard,[160-260],[3-4],True
4853,5194,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4854,5195,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4855,5196,107,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
4856,5198,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4857,5199,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4858,5201,257,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4859,5202,406,NewYear,[2-3],Nonref,[260-360],[5-inf],False
4860,5203,451,WinterVacation,[2-3],Standard,[0-160],[2-2],True
4861,5204,67,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4862,5205,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
